id;geom
1159;LINESTRING(-8.619876 41.147973,-8.619957 41.147937,-8.620506 41.147739,-8.620821 41.149071,-8.620929 41.149449,-8.620920 41.149584,-8.621145 41.150790,-8.621127 41.152041,-8.620884 41.152374,-8.621064 41.153526,-8.620785 41.155335,-8.619759 41.155380,-8.619426 41.155317,-8.618940 41.155191,-8.617176 41.154804,-8.614476 41.154327,-8.613252 41.153787,-8.612001 41.153661,-8.611983 41.154921,-8.611902 41.156406,-8.610939 41.157162,-8.609391 41.157378,-8.608671 41.158404,-8.608113 41.159421,-8.606601 41.163237,-8.606304 41.164488,-8.606349 41.165082,-8.606367 41.165379,-8.606457 41.167233,-8.606196 41.169303,-8.604504 41.171013,-8.601813 41.171220,-8.597952 41.171436,-8.595081 41.171733,-8.592750 41.170374,-8.588790 41.167908,-8.587575 41.166729,-8.587845 41.167809,-8.587323 41.168817,-8.587125 41.169177,-8.586207 41.170959,-8.585019 41.173308,-8.584623 41.174091,-8.584596 41.174091,-8.584092 41.175162,-8.583030 41.177295,-8.582184 41.179347,-8.581716 41.180409,-8.581698 41.180481,-8.581671 41.180427,-8.581770 41.180391)
1160;LINESTRING(-8.585631 41.148612,-8.585649 41.148927,-8.586144 41.148990,-8.586153 41.148765,-8.586135 41.148765,-8.586162 41.148459,-8.586882 41.147568,-8.586711 41.147145,-8.585091 41.146686,-8.584218 41.146191,-8.583372 41.145498,-8.582049 41.144787,-8.580015 41.145192,-8.579097 41.145885,-8.579898 41.146587,-8.579358 41.148315,-8.578836 41.150610,-8.580816 41.152671,-8.582643 41.154795,-8.582877 41.157522,-8.582193 41.159475,-8.581662 41.160780,-8.581203 41.161896,-8.581113 41.162211,-8.581095 41.162625,-8.581113 41.162832,-8.581410 41.163552,-8.581824 41.164272,-8.582184 41.164884,-8.583012 41.166000,-8.583516 41.166324,-8.584182 41.166558,-8.586180 41.166792,-8.587962 41.167665,-8.589267 41.168376,-8.591058 41.169465,-8.593398 41.171022,-8.596530 41.171868,-8.600004 41.171238,-8.604198 41.171589,-8.607960 41.173326,-8.609805 41.174172,-8.610237 41.174271,-8.610453 41.174307,-8.610903 41.174379,-8.612910 41.174532,-8.616186 41.174145,-8.619885 41.173749,-8.622684 41.173425,-8.624790 41.173209,-8.627652 41.172912,-8.630793 41.172291,-8.633997 41.171670,-8.636859 41.170860,-8.639406 41.169231,-8.642061 41.167404,-8.644374 41.165946,-8.646858 41.164830,-8.647848 41.164317,-8.648532 41.164515,-8.648622 41.164551,-8.648784 41.164614,-8.648964 41.164569,-8.648991 41.164569,-8.649306 41.164011,-8.649495 41.163363,-8.649513 41.163291,-8.649522 41.163273,-8.649522 41.163264,-8.649549 41.163183,-8.649729 41.162625,-8.649756 41.162526)
1162;LINESTRING(-8.649432 41.154147,-8.649999 41.154066,-8.650170 41.153904,-8.650026 41.153859,-8.648973 41.154066,-8.648631 41.154147,-8.647983 41.154633,-8.646975 41.155479,-8.645994 41.156244,-8.645238 41.157288,-8.645544 41.157558,-8.646354 41.157513,-8.648145 41.159619,-8.649243 41.161806,-8.647686 41.164128,-8.644698 41.165397,-8.641719 41.167080,-8.640711 41.167026,-8.641890 41.167215,-8.643492 41.168448,-8.646066 41.170437,-8.648919 41.172723,-8.651979 41.175225,-8.655039 41.177682,-8.657802 41.179941,-8.660511 41.182200,-8.663193 41.184405,-8.665875 41.186637,-8.667234 41.189112,-8.666244 41.191875,-8.664768 41.195628,-8.660655 41.198616,-8.656506 41.201415,-8.652501 41.202198,-8.649792 41.201901,-8.651439 41.204817,-8.651601 41.209047,-8.653419 41.213457,-8.656560 41.217381,-8.660124 41.221152,-8.663508 41.224716,-8.667126 41.227857,-8.667585 41.231259,-8.666973 41.234427,-8.667909 41.237145,-8.669151 41.238801,-8.670528 41.238684,-8.670249 41.237361,-8.670249 41.237262,-8.670222 41.237208,-8.670195 41.237190,-8.670159 41.237208)
1163;LINESTRING(-8.587854 41.161995,-8.587305 41.161806,-8.586720 41.162130,-8.586396 41.161833,-8.587737 41.161284,-8.588619 41.160501,-8.589258 41.160060,-8.589276 41.160078,-8.589312 41.160096,-8.589357 41.160114,-8.589375 41.160105,-8.589933 41.159790,-8.590797 41.159358,-8.591625 41.159025,-8.592516 41.158476,-8.593533 41.158260,-8.594046 41.157387,-8.594577 41.156424,-8.595171 41.155191,-8.595459 41.154723,-8.595441 41.154660,-8.595432 41.154633,-8.595423 41.154651,-8.595891 41.154192,-8.597394 41.153868,-8.599284 41.153616,-8.599464 41.153436,-8.599563 41.153292,-8.599554 41.153319,-8.599626 41.153265,-8.600004 41.152428,-8.600193 41.151222,-8.600148 41.151087,-8.600112 41.151132,-8.600103 41.151186,-8.600184 41.151105,-8.600229 41.150988,-8.600337 41.150997,-8.600346 41.150988,-8.600409 41.150781,-8.600535 41.150655,-8.600553 41.150628,-8.600463 41.150682,-8.600400 41.150736,-8.600283 41.150799,-8.600292 41.150772,-8.600301 41.150745,-8.600319 41.150736,-8.600283 41.150331,-8.600337 41.149341,-8.599977 41.149368,-8.599059 41.149053,-8.598879 41.148900,-8.598888 41.148891,-8.598897 41.148918,-8.598897 41.148909,-8.598834 41.149071,-8.598834 41.149035,-8.598861 41.148927,-8.598717 41.148648,-8.598573 41.148405,-8.597628 41.148747,-8.595972 41.149872,-8.594451 41.150763,-8.594577 41.151501,-8.594865 41.152626,-8.595117 41.153445,-8.595261 41.153823,-8.595450 41.154228,-8.595450 41.154453,-8.595486 41.154615,-8.595468 41.154741,-8.595468 41.154885,-8.595513 41.154912,-8.595513 41.155011,-8.595504 41.155146,-8.595504 41.155128,-8.595459 41.155047,-8.595513 41.154903,-8.595486 41.154777,-8.595459 41.154696,-8.595468 41.154696,-8.595450 41.154723,-8.595468 41.154696,-8.595459 41.154669,-8.595441 41.154687,-8.595414 41.154651,-8.595396 41.154624,-8.595387 41.154642,-8.595387 41.154678,-8.595387 41.154714,-8.595396 41.154741,-8.595405 41.154777,-8.595396 41.154840,-8.595369 41.154903,-8.595378 41.154894,-8.595396 41.154876,-8.595378 41.154867,-8.595387 41.154876,-8.595342 41.154903,-8.595315 41.154903,-8.595324 41.154885,-8.595126 41.155218,-8.594964 41.155551,-8.594154 41.157081,-8.593560 41.158134,-8.592930 41.159115,-8.592300 41.160402,-8.591553 41.161383,-8.590887 41.162202,-8.590455 41.162733,-8.590455 41.162751,-8.590464 41.162787,-8.590500 41.162805,-8.590500 41.162787,-8.590482 41.162787,-8.590500 41.162778,-8.590518 41.162778,-8.590491 41.162796,-8.590500 41.162796,-8.590509 41.162778,-8.590500 41.162760,-8.590473 41.162787,-8.590464 41.162823,-8.589942 41.163408,-8.589222 41.163120,-8.588880 41.162616,-8.588196 41.162184,-8.587854 41.162022,-8.587845 41.162004,-8.587836 41.162004,-8.587845 41.162004,-8.587836 41.161995,-8.587845 41.161995,-8.587836 41.161995,-8.587845 41.161995)
1164;LINESTRING(-8.620155 41.156379,-8.620164 41.156370,-8.620191 41.156298,-8.620407 41.156307,-8.620650 41.156424,-8.620623 41.156487,-8.620605 41.156541,-8.620713 41.156577,-8.621406 41.156181,-8.620407 41.155461,-8.619354 41.155272,-8.619372 41.155263,-8.619363 41.155272,-8.618958 41.155200,-8.616924 41.154795,-8.614449 41.154246,-8.613252 41.153769,-8.611992 41.153553,-8.610570 41.153499,-8.608509 41.153499,-8.606754 41.153409,-8.606655 41.153481,-8.606421 41.153436,-8.606349 41.152464,-8.607177 41.151492,-8.606988 41.150997,-8.606448 41.151429,-8.606187 41.151933,-8.605809 41.152635,-8.605521 41.153076,-8.605422 41.153445,-8.606574 41.153598,-8.606736 41.153589,-8.606736 41.153562,-8.606754 41.153463,-8.606772 41.153391,-8.606763 41.153427,-8.606745 41.153463,-8.606727 41.153526,-8.606718 41.153535)
1165;LINESTRING(-8.676090 41.163273,-8.676243 41.163543,-8.676729 41.163975,-8.676774 41.164056,-8.676990 41.164164,-8.677197 41.164326,-8.677332 41.164299,-8.677557 41.163885,-8.677602 41.163102,-8.677413 41.162580,-8.677845 41.162193,-8.679087 41.161572,-8.679303 41.161320,-8.679429 41.161158,-8.679582 41.161086,-8.679591 41.161023,-8.678592 41.161437,-8.676864 41.162193,-8.675496 41.162229,-8.673273 41.161869,-8.671122 41.161158,-8.669493 41.160879,-8.667738 41.160978,-8.666622 41.161401,-8.665236 41.161077,-8.664174 41.159754,-8.663607 41.158926,-8.663535 41.158890,-8.662653 41.158953,-8.660916 41.159601,-8.658810 41.160429,-8.657559 41.161023,-8.655732 41.161941,-8.653779 41.161842,-8.651043 41.161500,-8.648352 41.161086,-8.646822 41.160807,-8.646165 41.160699,-8.644896 41.160438,-8.644005 41.160285,-8.643501 41.160060,-8.642520 41.159709,-8.640558 41.159700,-8.638299 41.159385,-8.636337 41.159034,-8.634240 41.158710,-8.633376 41.158557,-8.633241 41.158791,-8.633151 41.159151,-8.633007 41.159592,-8.632881 41.160060,-8.633205 41.161059,-8.632143 41.161644,-8.630001 41.162598,-8.628840 41.163381,-8.628237 41.163480,-8.626950 41.163471,-8.625096 41.163381,-8.625096 41.163399,-8.625078 41.163408,-8.625087 41.163399,-8.624475 41.163336,-8.622333 41.162949,-8.621325 41.162589,-8.621289 41.162625,-8.621091 41.162616,-8.619093 41.162625,-8.616924 41.162391,-8.614710 41.162085,-8.614575 41.162040)
1166;LINESTRING(-8.654724 41.173596,-8.655174 41.173011,-8.655264 41.172813,-8.655219 41.172885,-8.655057 41.173083,-8.654112 41.174199,-8.652708 41.175477,-8.651412 41.176395,-8.652006 41.177070,-8.652627 41.177574,-8.652870 41.177682,-8.654112 41.177196,-8.654931 41.177925,-8.653842 41.178519,-8.652555 41.179806,-8.652969 41.181786,-8.653059 41.183064,-8.653527 41.184216,-8.653923 41.185926,-8.654103 41.186808,-8.654184 41.187015,-8.654283 41.187420,-8.653941 41.187708,-8.652879 41.187843,-8.651925 41.187915,-8.651916 41.187960,-8.651889 41.188005)
1167;LINESTRING(-8.610732 41.145678,-8.610813 41.145804,-8.610354 41.146155,-8.609544 41.146470,-8.608959 41.146857,-8.608761 41.147262,-8.608392 41.147973,-8.607744 41.149224,-8.606952 41.150961,-8.605656 41.152878,-8.605485 41.153202,-8.605422 41.153553,-8.605458 41.153634,-8.607015 41.153652,-8.608707 41.153661,-8.609742 41.153679,-8.609751 41.153985,-8.609508 41.154678,-8.609472 41.155830,-8.609337 41.157108,-8.608626 41.158701,-8.607969 41.160150,-8.607780 41.160726,-8.607735 41.160789,-8.607591 41.160978,-8.607168 41.161734,-8.607078 41.161842,-8.607024 41.161986,-8.608257 41.162526,-8.608977 41.162445,-8.609229 41.162418,-8.610768 41.162787,-8.612577 41.163048,-8.613864 41.163237,-8.614071 41.163210)
1168;LINESTRING(-8.610831 41.145669,-8.610570 41.146002,-8.610192 41.146281,-8.610075 41.146398,-8.609724 41.146569,-8.609094 41.146866,-8.608995 41.146956,-8.608941 41.147280,-8.609103 41.147757,-8.609940 41.148504,-8.610678 41.148603,-8.620848 41.147388,-8.622108 41.147712,-8.622837 41.147973,-8.624016 41.148225,-8.624979 41.148612,-8.625663 41.149530,-8.626266 41.152851,-8.626869 41.154723,-8.627391 41.155542,-8.627922 41.155992,-8.628201 41.156262,-8.628480 41.156685,-8.628453 41.156775,-8.628399 41.156847,-8.628390 41.156883,-8.628264 41.157351,-8.628183 41.157459,-8.628111 41.157981,-8.628678 41.158863,-8.628732 41.158854)
1169;LINESTRING(-8.672760 41.148855,-8.672751 41.148954,-8.671401 41.149062,-8.669115 41.148198,-8.666793 41.147388,-8.665209 41.147982,-8.663391 41.147892,-8.661591 41.147550,-8.661321 41.148162,-8.661132 41.149233,-8.660691 41.149809,-8.660574 41.150376,-8.658351 41.150772,-8.655993 41.151690,-8.653797 41.152176,-8.651196 41.152761,-8.649540 41.153904,-8.648658 41.154129,-8.648478 41.154156,-8.648748 41.154300)
1170;LINESTRING(-8.609562 41.160249,-8.609652 41.160375,-8.609958 41.160429,-8.611407 41.160654,-8.611515 41.161266,-8.611425 41.161374,-8.610984 41.161644,-8.609769 41.161482,-8.609751 41.161455,-8.609760 41.161473,-8.609760 41.161500,-8.608167 41.161149,-8.605890 41.160717,-8.603946 41.160249,-8.601687 41.159592,-8.600967 41.159385,-8.599437 41.158989,-8.599410 41.158989,-8.598834 41.158827,-8.598465 41.157945,-8.597178 41.157036,-8.595720 41.155875,-8.595351 41.155605,-8.595333 41.155596,-8.595324 41.155587,-8.595315 41.155596,-8.595153 41.155560,-8.594631 41.155650,-8.591301 41.155578,-8.591067 41.154660,-8.591409 41.153094,-8.592624 41.151474,-8.593758 41.150934,-8.594064 41.150214,-8.593713 41.149188,-8.593308 41.147964)
1171;LINESTRING(-8.641008 41.160015,-8.641008 41.159934,-8.640981 41.159862,-8.641332 41.159952,-8.642439 41.160501,-8.643465 41.160699,-8.643528 41.160510,-8.643681 41.160393,-8.644428 41.159475,-8.645526 41.158053,-8.645094 41.157738,-8.643123 41.157432,-8.641584 41.156955,-8.641701 41.156442,-8.642214 41.154705,-8.642331 41.154390,-8.642340 41.154363,-8.641980 41.153985,-8.639172 41.153121,-8.636058 41.152464,-8.633862 41.152527,-8.632080 41.152653,-8.630811 41.152500,-8.630163 41.152527,-8.629740 41.152536,-8.629119 41.152446,-8.627805 41.152356,-8.626752 41.152437,-8.626707 41.152491,-8.626689 41.152509,-8.626293 41.152572,-8.625834 41.151744,-8.625546 41.150169,-8.625609 41.149251,-8.625528 41.149125,-8.625708 41.148702,-8.624655 41.148153,-8.623746 41.147982,-8.622945 41.148000,-8.621874 41.147622,-8.621613 41.147577,-8.621586 41.147568,-8.621577 41.147541,-8.621064 41.147442,-8.620425 41.147298,-8.620335 41.147055,-8.620236 41.146614,-8.620218 41.146551,-8.619030 41.146182,-8.618625 41.146254,-8.617680 41.157216,-8.616915 41.158413,-8.617689 41.146119,-8.617455 41.145120,-8.617401 41.145030,-8.616879 41.144922,-8.621055 41.161131,-8.620983 41.161518,-8.615907 41.145399,-8.615898 41.145372,-8.615421 41.145597,-8.614143 41.146002,-8.613045 41.145957,-8.611767 41.146056,-8.611443 41.145984,-8.611380 41.146074,-8.611344 41.146065)
1172;LINESTRING(-8.598177 41.145966,-8.598528 41.145885,-8.598915 41.145858,-8.600517 41.145867,-8.602461 41.145660,-8.603082 41.145579,-8.603082 41.145570,-8.603055 41.145579,-8.603532 41.145561,-8.604288 41.145363,-8.604558 41.145093,-8.605089 41.144112,-8.606223 41.144679,-8.606601 41.144913,-8.607240 41.145534,-8.607015 41.146011,-8.606907 41.146569,-8.606880 41.146794,-8.607033 41.147118,-8.607969 41.147334,-8.608392 41.147487,-8.608788 41.147586,-8.608842 41.147712)
1173;LINESTRING(-8.607960 41.147514,-8.607888 41.147595,-8.607834 41.147838,-8.608059 41.148324,-8.607897 41.148531,-8.607600 41.149026,-8.606817 41.150754,-8.606034 41.152473,-8.605503 41.153265,-8.605431 41.153310,-8.605404 41.153346,-8.605377 41.153355,-8.605935 41.153553,-8.606061 41.153571,-8.607303 41.153616,-8.609310 41.153742,-8.609787 41.153634,-8.609787 41.153643,-8.610039 41.153562,-8.610012 41.152230,-8.610300 41.151663,-8.610867 41.150655,-8.610921 41.150412,-8.611461 41.149179,-8.612046 41.148873,-8.612136 41.148666,-8.612163 41.148684,-8.612073 41.148522,-8.612055 41.148477,-8.612226 41.148189,-8.621847 41.147532,-8.623872 41.148135,-8.625006 41.148648,-8.625546 41.149395,-8.625861 41.151330,-8.626167 41.152464,-8.626167 41.152536,-8.626887 41.152464,-8.628678 41.152527,-8.630451 41.152680,-8.632296 41.152716,-8.633232 41.151510,-8.636130 41.151051,-8.640216 41.149503,-8.644266 41.150295,-8.643591 41.151960,-8.641629 41.150907,-8.640792 41.148999,-8.640234 41.146650,-8.639721 41.144490,-8.640837 41.143257,-8.641476 41.144904,-8.639487 41.145408,-8.637534 41.144364,-8.635662 41.142501,-8.634969 41.141016)
1174;LINESTRING(-8.620011 41.146758,-8.620074 41.146722,-8.620083 41.146686,-8.620020 41.146722,-8.620029 41.146713,-8.620011 41.146722,-8.620047 41.146695,-8.620029 41.146695,-8.620029 41.146686,-8.620020 41.146686,-8.620029 41.146686,-8.620047 41.146686,-8.620056 41.146713,-8.620074 41.146731,-8.620047 41.146740,-8.620002 41.146740)
1175;LINESTRING(-8.580060 41.159403,-8.581086 41.159358,-8.582184 41.158791,-8.583435 41.158593,-8.584776 41.158062,-8.585622 41.157522,-8.585181 41.156424,-8.586792 41.156262,-8.589726 41.156235,-8.591229 41.156226,-8.591544 41.155704,-8.591076 41.155092,-8.591337 41.153229,-8.592453 41.151681,-8.593155 41.151078,-8.593641 41.150988,-8.593938 41.150484,-8.593695 41.149314,-8.595117 41.148918,-8.595558 41.148171,-8.595252 41.146569,-8.595288 41.146101,-8.595990 41.146029,-8.596467 41.146038,-8.598051 41.146020,-8.598087 41.146020,-8.599032 41.145912,-8.601525 41.145714,-8.602785 41.145588,-8.602920 41.145579,-8.602938 41.145579,-8.603298 41.145543,-8.603694 41.145498,-8.603802 41.145471)
1176;LINESTRING(-8.582355 41.180562,-8.581311 41.180355,-8.579934 41.180499,-8.579601 41.180553,-8.579610 41.180553,-8.579655 41.180562,-8.579619 41.180562,-8.577468 41.180787,-8.575029 41.180328,-8.573661 41.179392,-8.574399 41.178168,-8.575848 41.177880,-8.578548 41.177781,-8.580951 41.176107,-8.583030 41.174820,-8.583957 41.175036,-8.584020 41.175090,-8.584578 41.174577,-8.584524 41.174541,-8.584524 41.174469,-8.585820 41.174721,-8.586108 41.175432,-8.587233 41.176098,-8.588574 41.176305,-8.590095 41.176917,-8.591058 41.177205,-8.593236 41.176962,-8.594406 41.176980,-8.596575 41.177142,-8.598411 41.177709,-8.598798 41.177853,-8.598978 41.177916,-8.599149 41.178132,-8.599059 41.178330,-8.600463 41.178888,-8.601732 41.179248,-8.602965 41.179635,-8.603433 41.179950,-8.602758 41.179860,-8.602020 41.179671,-8.601921 41.179671,-8.601921 41.179662,-8.601930 41.179653,-8.601948 41.179653)
1177;LINESTRING(-8.610840 41.145525,-8.610741 41.145795,-8.610678 41.145903,-8.610462 41.146110,-8.610327 41.146110,-8.609904 41.146479,-8.609229 41.146686,-8.608833 41.147397,-8.608716 41.147559,-8.608716 41.147460,-8.608446 41.147991,-8.608122 41.148504,-8.607708 41.149251,-8.607483 41.149728,-8.607492 41.149755,-8.606907 41.150781,-8.605656 41.153067,-8.607123 41.153454,-8.608815 41.153841,-8.609967 41.153940,-8.609769 41.155281,-8.609364 41.156964,-8.608617 41.158575,-8.608023 41.160132,-8.609022 41.160447,-8.609319 41.160375,-8.609373 41.160330,-8.609337 41.160339,-8.609274 41.160429,-8.609274 41.160447,-8.609301 41.160456,-8.609409 41.160321)
1178;LINESTRING(-8.611686 41.159934,-8.611677 41.159934,-8.611686 41.159907,-8.611578 41.160546,-8.611398 41.161437,-8.611200 41.162373,-8.610957 41.164407,-8.611641 41.166153,-8.612424 41.168610,-8.612865 41.170770,-8.612730 41.172606,-8.613252 41.174532,-8.615412 41.174370,-8.619489 41.173785,-8.622270 41.174523,-8.622333 41.177871,-8.622189 41.181660,-8.623611 41.184828,-8.625582 41.187771,-8.627742 41.191137,-8.628381 41.194539,-8.627490 41.197905,-8.627256 41.201055,-8.626167 41.202774,-8.622405 41.202756,-8.619975 41.204493,-8.619183 41.203674,-8.622324 41.204709,-8.626941 41.206662,-8.632107 41.207220,-8.637543 41.205834,-8.642340 41.204493,-8.646795 41.203413,-8.650314 41.203530,-8.651601 41.206653,-8.652348 41.211009,-8.654301 41.214996,-8.657658 41.218587,-8.661132 41.222205,-8.664390 41.225670,-8.667531 41.228253,-8.667567 41.231196,-8.666703 41.233941,-8.667828 41.236506,-8.668782 41.238639,-8.670483 41.238792,-8.670276 41.237577)
1179;LINESTRING(-8.653149 41.156262,-8.652996 41.156307,-8.653059 41.155695,-8.655525 41.155578,-8.655372 41.153832,-8.654769 41.152275,-8.654220 41.152122,-8.651610 41.152473,-8.649558 41.153967,-8.646777 41.154210,-8.643933 41.154381,-8.641674 41.153751,-8.639271 41.153166,-8.638299 41.153994,-8.637525 41.155614,-8.636904 41.156901,-8.636283 41.157972,-8.634951 41.157702,-8.632944 41.157810,-8.632422 41.157675,-8.631675 41.156856,-8.631387 41.156622,-8.631216 41.156748,-8.630370 41.157180,-8.630091 41.157243,-8.628849 41.156964,-8.628786 41.156964,-8.628345 41.157234,-8.627769 41.157540,-8.626167 41.157342,-8.625177 41.157180,-8.625195 41.157198,-8.625186 41.157207,-8.624943 41.157216,-8.625249 41.157405,-8.625114 41.157873,-8.625033 41.158197,-8.625024 41.158332,-8.625006 41.158350,-8.625015 41.158296,-8.625015 41.158287,-8.624952 41.158260,-8.624916 41.158323,-8.624997 41.158251,-8.624988 41.158305,-8.624979 41.158314,-8.624997 41.158251,-8.624979 41.158242,-8.624970 41.158251,-8.625024 41.158242,-8.624988 41.158215,-8.625033 41.158188,-8.625051 41.158188,-8.625096 41.158179,-8.625042 41.158188,-8.624952 41.158224,-8.624889 41.158251,-8.624862 41.158260,-8.624970 41.158287,-8.625267 41.158386,-8.625582 41.158503,-8.626185 41.158737,-8.626635 41.158989,-8.626878 41.158935,-8.626968 41.158890,-8.627076 41.158827,-8.627148 41.158773,-8.627661 41.158521,-8.627589 41.158557,-8.627553 41.158584,-8.627562 41.158593,-8.628147 41.158602,-8.629866 41.158728,-8.630361 41.157630,-8.629506 41.156775,-8.630019 41.155416,-8.631477 41.154264,-8.632476 41.152932,-8.632458 41.152896,-8.632476 41.152887,-8.632620 41.152779,-8.634528 41.152482,-8.636796 41.152761,-8.637147 41.152878,-8.637903 41.153040,-8.639145 41.153292,-8.640423 41.153598,-8.641917 41.154093,-8.643582 41.154471,-8.645364 41.154399,-8.645598 41.154453,-8.647794 41.154282,-8.648163 41.154309,-8.648145 41.154300,-8.648118 41.154300,-8.649207 41.154309,-8.650449 41.154795,-8.651430 41.156325,-8.652168 41.157486,-8.652924 41.156919,-8.652987 41.156307,-8.653203 41.156298,-8.653203 41.156307,-8.653194 41.156298)
1180;LINESTRING(-8.585874 41.148522,-8.585820 41.148594,-8.585811 41.148621,-8.585793 41.148684,-8.585739 41.148846,-8.585901 41.148981,-8.586027 41.148963,-8.586909 41.149089,-8.589375 41.149764,-8.591967 41.150574,-8.593281 41.150772,-8.593398 41.150727,-8.594244 41.150934,-8.595450 41.150232,-8.596782 41.149323,-8.597889 41.148567,-8.597916 41.148549,-8.597907 41.148540,-8.598285 41.148486,-8.600184 41.148783,-8.602029 41.149170,-8.603658 41.149395,-8.604936 41.150160,-8.606250 41.150403,-8.606790 41.150232,-8.606862 41.150169,-8.606889 41.150151,-8.607447 41.149422,-8.608167 41.147991,-8.608572 41.147640,-8.609022 41.147541,-8.609229 41.147820,-8.610192 41.148216,-8.611398 41.147937,-8.612802 41.148216,-8.620119 41.147622,-8.620029 41.147550,-8.619993 41.147505,-8.619948 41.147469)
1181;LINESTRING(-8.600076 41.182731,-8.600274 41.182803,-8.599239 41.182551,-8.597547 41.182083,-8.597808 41.180958,-8.598654 41.179131,-8.598924 41.178600,-8.598978 41.178546,-8.599518 41.177493,-8.600193 41.175531,-8.599896 41.174928,-8.599725 41.174631,-8.598699 41.172885,-8.597610 41.170932,-8.597322 41.169834,-8.597331 41.169843,-8.597385 41.169033,-8.598042 41.167386,-8.597646 41.166927,-8.597547 41.166351,-8.598483 41.165730,-8.598843 41.164884,-8.599383 41.163750,-8.600004 41.162175,-8.600463 41.161113,-8.600850 41.159952,-8.600931 41.159790,-8.600967 41.159808,-8.601048 41.159673,-8.599662 41.159088,-8.599086 41.158872,-8.599005 41.158818,-8.598798 41.158125,-8.599176 41.156343,-8.599473 41.154534,-8.599698 41.153256,-8.600013 41.151762,-8.600112 41.151105,-8.600094 41.151096,-8.600346 41.149917,-8.600310 41.149260,-8.599320 41.149224,-8.598663 41.148585,-8.598186 41.148252,-8.597772 41.147208,-8.597520 41.146254,-8.597007 41.145885,-8.595387 41.146002,-8.593704 41.146191,-8.593191 41.146434,-8.592372 41.146533)
1182;LINESTRING(-8.591328 41.156181,-8.591337 41.156199,-8.591544 41.155650,-8.590977 41.155038,-8.591139 41.153355,-8.592156 41.152212,-8.593083 41.151123,-8.593290 41.151060,-8.592444 41.160051,-8.591805 41.161176,-8.593299 41.151060,-8.593884 41.150952,-8.594541 41.150655,-8.594802 41.150493,-8.596098 41.149575,-8.597322 41.148882,-8.597457 41.148909,-8.597754 41.148576,-8.597835 41.148576,-8.597880 41.148576,-8.597952 41.148513,-8.598996 41.148414,-8.600616 41.148792,-8.602740 41.149224,-8.604414 41.149629,-8.605431 41.149881,-8.605467 41.149845,-8.605647 41.149818,-8.606142 41.149944,-8.606277 41.149998,-8.606826 41.150097,-8.606871 41.150052,-8.606943 41.150070,-8.607537 41.149701,-8.607762 41.148747,-8.608608 41.147559,-8.609184 41.147595,-8.609589 41.147847,-8.610264 41.147946,-8.611290 41.147928,-8.612496 41.148306,-8.614224 41.148468,-8.614764 41.148045,-8.615232 41.148234,-8.615223 41.148216,-8.615241 41.148171)
1183;LINESTRING(-8.610048 41.152968,-8.610048 41.152959,-8.610057 41.152950,-8.610066 41.152941,-8.610066 41.152923,-8.610039 41.152932,-8.610066 41.152959,-8.610111 41.152995,-8.610120 41.152995,-8.610102 41.152986,-8.610102 41.152977,-8.610093 41.152977,-8.610120 41.152986,-8.610120 41.152968,-8.610129 41.152833,-8.610156 41.151942,-8.610507 41.151456,-8.610867 41.150925,-8.611155 41.149926,-8.611155 41.149224,-8.610426 41.149260,-8.610156 41.149728,-8.610219 41.150430,-8.609652 41.151132,-8.609760 41.151834,-8.609949 41.152779,-8.609895 41.153877,-8.609373 41.155650,-8.609292 41.157252,-8.608671 41.158656,-8.607816 41.160519,-8.606223 41.164056,-8.606403 41.165928,-8.606448 41.167791,-8.606187 41.169339,-8.604405 41.171112,-8.601732 41.171193,-8.597682 41.171463,-8.595603 41.171472,-8.594262 41.174217,-8.593173 41.178402,-8.593290 41.183217,-8.594694 41.187501,-8.593164 41.191146,-8.590788 41.194575,-8.588124 41.197590,-8.586405 41.199345,-8.587881 41.198427,-8.591355 41.197689,-8.595000 41.197086,-8.599581 41.198562,-8.604954 41.199732,-8.610678 41.200938,-8.616519 41.202225,-8.621937 41.204520,-8.627391 41.206815,-8.633331 41.207076,-8.638974 41.205483,-8.644572 41.203926,-8.649747 41.203305,-8.651664 41.206419,-8.652150 41.210532,-8.654184 41.214771,-8.657793 41.218713,-8.661555 41.222601,-8.664876 41.226129,-8.668017 41.228946,-8.667252 41.231844,-8.666712 41.233941,-8.667720 41.235930,-8.668341 41.238324,-8.669844 41.239026,-8.670312 41.237892,-8.670096 41.236794,-8.670051 41.236623,-8.669943 41.236650,-8.669943 41.236596,-8.669979 41.236587,-8.670033 41.236605)
1184;LINESTRING(-8.610759 41.145615,-8.610813 41.145660,-8.610696 41.145984,-8.610633 41.146020,-8.610570 41.146047,-8.610336 41.146254,-8.609769 41.146506,-8.609085 41.146740,-8.608887 41.146974,-8.608788 41.147190,-8.609400 41.147622,-8.610687 41.147883,-8.610696 41.147883,-8.610939 41.147451,-8.611524 41.147847,-8.612145 41.147946,-8.621253 41.147577,-8.622252 41.147712,-8.622333 41.147766,-8.622540 41.147838,-8.623692 41.148117,-8.624889 41.148585,-8.625132 41.148648,-8.625798 41.149962,-8.626131 41.151753,-8.626302 41.152554,-8.627850 41.152446,-8.629884 41.152671,-8.631342 41.152671,-8.631351 41.152338,-8.631369 41.152329,-8.631378 41.152266,-8.631387 41.152131,-8.631414 41.152149,-8.631360 41.152041)
